Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2016-12-18,775.011,784.0,775.01,779.506,2156.84905413,1682427.91925,780.039713965
2016-12-17,773.885,780.0,771.139,775.011,3550.04228091,2757194.59183,776.665282736
2016-12-16,771.0,775.0,770.001,773.998,3002.54785037,2319574.0333,772.535243031
2016-12-15,769.999,774.0,768.1,771.002,3229.01957712,2487714.62909,770.424139487
2016-12-14,767.263,771.5,764.0,769.999,2719.39246694,2089405.24584,768.335306965
2016-12-13,769.16,776.8,762.03,766.502,3520.36256679,2705341.0914,768.483654758
2016-12-12,760.549,775.0,760.548,767.77,3488.36168853,2677538.83377,767.563421698
2016-12-11,765.0,765.873,754.0,760.551,2172.07316643,1650845.58043,760.032215278
2016-12-10,759.602,770.0,759.1,765.0,2432.02762795,1861617.77626,765.459139881
2016-12-09,761.498,765.55,757.73,762.19,2881.60564877,2196884.21325,762.381977628
2016-12-08,758.701,769.0,755.015,760.956,3381.53017432,2572543.50531,760.763137601
2016-12-07,754.911,763.0,749.006,758.7,3604.86245062,2726594.43002,756.365733053
2016-12-06,750.411,757.6,746.347,754.2,3370.36420492,2536821.0685,752.684551064
2016-12-05,765.999,767.826,743.0,751.909,5487.99992384,4129479.17355,752.456128071
2016-12-04,760.11,769.0,757.3,765.999,2632.0376241,2006260.01304,762.245947653
2016-12-03,765.013,767.99,750.0,760.111,2959.02070458,2242233.86107,757.762139885
2016-12-02,742.399,773.64,742.399,767.06,4272.75082257,3256826.52061,762.231793019
2016-12-01,734.999,744.9,734.0,742.399,3948.07065701,2922739.49981,740.295641523
2016-11-30,731.999,738.48,729.21,735.0,4663.93904022,3424921.60802,734.340989126
2016-11-29,733.501,735.91,727.4,732.0,3471.35794027,2540466.2749,731.836450925
2016-11-28,729.103,735.455,726.216,734.691,3007.51696708,2200724.68773,731.741403894
2016-11-27,730.115,737.537,726.156,730.384,2840.20546782,2079431.10598,732.141082587
2016-11-26,737.591,739.9,727.591,730.166,2755.85083487,2021381.72528,733.487349788
2016-11-25,737.899,739.884,732.0,738.828,3256.58909553,2397413.83079,736.173266095
2016-11-24,740.805,744.498,735.1,737.67,4086.99221482,3018193.88287,738.487798417
2016-11-23,742.295,744.998,735.1,741.8,4496.46460991,3328518.75128,740.252407178
2016-11-22,735.671,745.0,732.73,742.299,3655.11388586,2705652.19882,740.237454511
2016-11-21,728.305,739.998,725.32,735.671,3400.15766632,2496417.81024,734.206485471
2016-11-20,740.899,743.0,715.0,728.302,4775.62812318,3479718.55324,728.641021345
2016-11-19,738.0,744.9,735.001,740.898,3034.3316947,2245354.94984,739.983355728
2016-11-18,728.898,741.0,724.491,737.998,4188.68243559,3083295.94341,736.101624035
2016-11-17,727.63,738.0,720.001,728.001,5785.224183,4222759.77374,729.921544985
2016-11-16,702.59,732.469,700.55,727.241,7212.78157867,5194218.51053,720.140829703
2016-11-15,697.902,710.0,697.0,702.591,4266.04014396,3006021.13006,704.639672535
2016-11-14,696.41,703.955,690.0,700.0,4006.1634914,2795509.72197,697.802206018
2016-11-13,700.0,702.118,685.571,696.499,2926.75233967,2031656.05255,694.167396747
2016-11-12,707.118,711.0,695.771,700.892,2590.35790104,1822177.30425,703.446154496
2016-11-11,709.191,714.948,706.0,709.977,2910.80761116,2065637.87354,709.644246367
2016-11-10,709.541,712.261,700.003,709.191,3013.85816521,2129683.22864,706.630210148
2016-11-09,697.744,730.0,695.745,710.0,5919.47763013,4230057.67045,714.599823627
2016-11-08,694.999,707.0,691.106,697.0,4463.34209451,3113443.61443,697.558813218
2016-11-07,699.39,702.0,690.001,693.0,3262.13495567,2267820.39971,695.195149965
2016-11-06,697.991,705.93,693.06,699.2,2820.40172723,1976833.86337,700.905067631
2016-11-05,695.655,701.0,690.0,696.544,2830.0334242,1972297.75215,696.916769706
2016-11-04,687.78,704.219,678.767,695.655,4746.39017687,3293729.16091,693.944037083
2016-11-03,726.973,730.001,675.439,687.779,9709.75536757,6896175.95446,710.231688997
2016-11-02,715.999,728.98,710.12,727.276,4844.75459776,3479333.95621,718.16515904
2016-11-01,690.201,725.0,689.1,715.999,8769.44843178,6255387.35572,713.315940493
2016-10-31,692.396,699.597,678.01,690.2,4708.67314285,3250588.09372,690.340568373
2016-10-30,705.867,707.347,686.481,690.02,4361.62923836,3039367.89018,696.842332093
2016-10-29,682.799,712.0,679.007,706.999,5949.71767866,4158728.50564,698.979133171
2016-10-28,681.998,683.9,676.0,682.999,3979.24883357,2707362.60693,680.370270913
2016-10-27,674.292,686.901,672.0,680.211,5412.37998051,3683389.48817,680.548945461
2016-10-26,658.534,678.0,652.0,674.291,5233.19578036,3490109.9891,666.917527182
2016-10-25,650.501,665.997,650.002,659.997,5785.83676015,3798576.33476,656.530160153
2016-10-24,652.027,654.989,648.0,650.207,4040.42061658,2632037.79059,651.426680626
2016-10-23,650.386,655.0,649.0,654.486,2732.33747481,1780628.62473,651.686931482
2016-10-22,632.782,657.0,631.17,650.387,4910.45710609,3163885.94742,644.315972845
2016-10-21,629.42,634.599,626.906,632.788,3952.85171666,2491704.41526,630.356156483
2016-10-20,629.315,632.0,626.011,627.781,3295.38763324,2073658.27496,629.260805023
2016-10-19,633.713,635.0,622.5,628.003,4003.39205382,2520536.94242,629.600326057
2016-10-18,635.172,638.001,632.5,632.72,3137.4030436,1992865.74224,635.195961291
2016-10-17,635.211,640.0,634.501,635.124,3852.75093909,2458365.3458,638.080526011
2016-10-16,636.693,639.6,634.5,638.399,2536.69925707,1615853.3174,636.990495778
2016-10-15,636.596,639.6,634.023,635.131,2297.55440229,1463649.11963,637.046556186
2016-10-14,635.495,637.999,632.484,636.583,3208.72870301,2037999.46098,635.142341285
2016-10-13,635.056,637.96,631.33,634.77,3153.4791272,2000403.22127,634.348013918
2016-10-12,639.999,641.642,630.0,634.2,4216.08964401,2677719.06998,635.119102314
2016-10-11,617.5,642.76,615.8,639.993,7387.58613568,4675753.80901,632.920377934
2016-10-10,615.084,620.0,610.584,617.5,4683.724485,2885292.93816,616.025333557
2016-10-09,617.179,618.0,608.0,615.085,2069.94063094,1273391.83395,615.182781048
2016-10-08,614.001,618.262,613.574,617.168,1894.83446715,1167302.06387,616.044347994
2016-10-07,608.754,616.361,608.75,614.0,3278.27881715,2010449.42665,613.263709033
2016-10-06,608.697,611.78,606.231,608.751,3836.17841894,2335896.84825,608.912462651
2016-10-05,608.329,612.0,606.5,607.887,3071.89052377,1869717.47511,608.653681062
2016-10-04,608.109,611.0,605.01,608.184,3420.96243241,2080018.93736,608.021566578
2016-10-03,609.998,611.0,605.0,608.11,3668.24870613,2231184.84753,608.24252287
2016-10-02,610.0,611.98,606.707,608.241,2571.15665001,1565157.01007,608.73654278
2016-10-01,606.048,610.99,602.999,610.0,3293.05797657,2001087.71815,607.668535564
2016-09-30,603.501,607.413,598.1,606.048,4453.62863843,2684189.38938,602.697172868
2016-09-29,604.987,606.539,600.521,603.501,4828.16384644,2912692.27544,603.271216155
2016-09-28,607.999,608.22,602.002,605.0,3096.80908827,1872213.91684,604.562265054
2016-09-27,608.749,610.919,602.689,608.208,4190.63421621,2545305.84267,607.379625934
2016-09-26,601.653,609.87,601.344,608.05,3436.87908339,2083437.36843,606.200368963
2016-09-25,601.569,605.5,598.103,601.652,2684.93957375,1617973.85381,602.610900307
2016-09-24,602.891,606.443,600.28,601.0,2772.82805015,1673347.40919,603.480410225
2016-09-23,593.7,605.6,592.412,602.998,3867.99396229,2322843.61579,600.529276529
2016-09-22,597.032,603.013,585.0,593.4,4597.3324091,2747279.17557,597.581147304
2016-09-21,607.502,607.896,595.0,598.141,5850.8403892,3512466.42407,600.33536901
2016-09-20,612.245,612.5,607.01,607.501,3418.48866234,2084392.8066,609.741032511
2016-09-19,610.01,614.683,608.312,612.236,4021.18061716,2456264.86818,610.831768585
2016-09-18,607.604,611.978,604.001,610.0,2677.88508307,1630885.7749,609.020075286
2016-09-17,607.419,610.0,603.736,606.126,2656.2562774,1614139.07512,607.674451013
2016-09-16,607.239,610.509,606.53,607.604,2849.64614606,1733915.70968,608.467023908
2016-09-15,608.872,610.9,606.0,607.852,3866.34654353,2352244.83481,608.389550271
2016-09-14,605.763,611.996,603.0,608.0,4026.19978331,2448068.80286,608.034606977
