Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2016-01-19,395.26,400.02,387.6,387.6,196.54,77864.5767,396.176741121
2016-01-18,383.34,423.14,377.97,398.84,246.22,96094.4771,390.278925757
2016-01-17,395.24,404.11,373.93,385.5,362.88,142484.3307,392.648618552
2016-01-16,375.24,401.18,362.04,397.11,350.89,132541.3076,377.728939554
2016-01-15,437.52,444.18,366.23,375.05,836.82,345678.0656,413.085329701
2016-01-14,440.97,447.16,433.18,443.95,350.38,154620.567,441.293929448
2016-01-13,450.78,450.78,430.23,441.95,106.67,47196.6172,442.454459548
2016-01-12,454.46,460.96,449.45,460.91,186.43,85548.0896,458.875125248
2016-01-11,456.09,462.61,443.63,461.0,398.6,182041.4027,456.701963623
2016-01-10,463.45,463.56,445.37,456.32,515.03,235275.9716,456.819935926
2016-01-09,455.53,466.68,453.37,463.49,289.86,133976.2178,462.210093838
2016-01-08,467.15,470.0,451.09,456.58,91.02,42412.6134,465.970263678
2016-01-07,440.15,467.02,440.15,462.34,265.06,121398.2472,458.002894439
2016-01-06,443.85,444.72,433.84,440.15,139.99,61816.8198,441.580254304
2016-01-05,438.79,447.5,437.02,444.44,465.0,206197.7745,443.436074194
2016-01-04,434.39,446.67,433.57,438.61,584.71,257769.3319,440.849877546
2016-01-03,445.21,445.55,431.27,433.62,545.34,240756.2876,441.479237907
2016-01-02,443.59,448.69,435.91,445.24,431.23,190692.5789,442.206198316
2016-01-01,435.38,447.53,433.79,439.23,337.28,149400.4334,442.956692955
2015-12-31,435.24,449.1,426.16,444.43,303.11,132985.7225,438.737496288
2015-12-30,438.9,449.49,428.58,431.49,320.12,141353.262,441.563357491
2015-12-29,433.08,443.65,423.6,438.95,437.42,190436.6785,435.363445887
